2025-09-17 09:03:48 UTC | CORE | INFO | (pkg/util/log/log.go:845 in func1) | Using '/opt/datadog-agent/embedded' as Python home
2025-09-17 09:04:17 UTC | CORE | INFO | (pkg/collector/worker/check_logger.go:40 in CheckStarted) | check:disk | Running check...
2025-09-17 09:04:18 UTC | CORE | INFO | (pkg/collector/worker/check_logger.go:40 in CheckStarted) | check:container_lifecycle | Running check...
2025-09-17 09:04:18 UTC | CORE | INFO | (pkg/collector/corechecks/containerlifecycle/check.go:92 in Run) | Starting long-running check "container_lifecycle"
2025-09-17 09:04:18 UTC | CORE | INFO | (pkg/collector/worker/check_logger.go:59 in CheckFinished) | check:container_lifecycle | Done running check
2025-09-17 09:04:19 UTC | CORE | INFO | (comp/core/healthprobe/impl/healthprobe.go:166 in healthHandler) | Healthcheck failed on: [collector-queue-20s]
2025-09-17 09:04:19 UTC | CORE | INFO | (comp/core/healthprobe/impl/healthprobe.go:166 in healthHandler) | Healthcheck failed on: [collector-queue-20s]
2025-09-17 09:04:19 UTC | CORE | INFO | (pkg/collector/worker/check_logger.go:40 in CheckStarted) | check:container | Running check...
2025-09-17 09:04:20 UTC | CORE | INFO | (pkg/collector/corechecks/net/ntp/ntp.go:146 in parse) | Using NTP servers: [ 0.datadog.pool.ntp.org, 1.datadog.pool.ntp.org, 2.datadog.pool.ntp.org, 3.datadog.pool.ntp.org ]
2025-09-17 09:04:20 UTC | CORE | INFO | (pkg/collector/scheduler/scheduler.go:93 in Enter) | Scheduling check ntp:3c427a42a70bbf8 with an interval of 15m0s
2025-09-17 09:04:20 UTC | CORE | INFO | (pkg/collector/scheduler/scheduler.go:93 in Enter) | Scheduling check orchestrator_pod:888ebc42a3817b00 with an interval of 15s
2025-09-17 09:04:20 UTC | CORE | INFO | (pkg/collector/scheduler/scheduler.go:93 in Enter) | Scheduling check telemetry with an interval of 15s
2025-09-17 09:04:20 UTC | CORE | INFO | (pkg/collector/scheduler/scheduler.go:93 in Enter) | Scheduling check uptime with an interval of 15s
2025-09-17 09:04:20 UTC | CORE | INFO | (pkg/collector/worker/check_logger.go:59 in CheckFinished) | check:container | Done running check
2025-09-17 09:04:20 UTC | CORE | INFO | (pkg/collector/worker/check_logger.go:40 in CheckStarted) | check:uptime | Running check...
2025-09-17 09:04:20 UTC | CORE | INFO | (pkg/collector/worker/check_logger.go:59 in CheckFinished) | check:uptime | Done running check
2025-09-17 09:04:21 UTC | CORE | INFO | (pkg/collector/worker/check_logger.go:40 in CheckStarted) | check:ntp | Running check...
2025-09-17 09:04:21 UTC | CORE | INFO | (comp/metadata/host/hostimpl/hosttags/tags.go:175 in Get) | Unable to get host tags from source: kubernetes - using cached host tags
2025-09-17 09:04:21 UTC | CORE | INFO | (pkg/collector/worker/check_logger.go:59 in CheckFinished) | check:ntp | Done running check
2025-09-17 09:04:21 UTC | CORE | INFO | (pkg/collector/worker/check_logger.go:40 in CheckStarted) | check:orchestrator_pod | Running check...
2025-09-17 09:04:21 UTC | CORE | ERROR | (pkg/collector/worker/check_logger.go:71 in Error) | check:orchestrator_pod | Error running check: temporary failure in kubeutil, will retry later: impossible to reach Kubelet with host: 192.168.49.2. Please check if your setup requires kubelet_tls_verify = false. Activate debug logs to see all attempts made
2025-09-17 09:04:21 UTC | CORE | INFO | (pkg/collector/worker/check_logger.go:59 in CheckFinished) | check:orchestrator_pod | Done running check
2025-09-17 09:04:22 UTC | CORE | INFO | (comp/metadata/host/hostimpl/utils/host.go:108 in getNetworkMeta) | could not get network metadata: could not detect network ID: EC2: GetNetworkID failed to get mac addresses: could not fetch token from IMDSv2: Put "http://169.254.169.254/latest/api/token": context deadline exceeded (Client.Timeout exceeded while awaiting headers)
2025-09-17 09:04:22 UTC | CORE | INFO | (pkg/collector/worker/check_logger.go:40 in CheckStarted) | check:memory | Running check...
2025-09-17 09:04:22 UTC | CORE | INFO | (pkg/collector/worker/check_logger.go:59 in CheckFinished) | check:memory | Done running check
2025-09-17 09:04:23 UTC | CORE | INFO | (pkg/collector/worker/check_logger.go:40 in CheckStarted) | check:io | Running check...
2025-09-17 09:04:23 UTC | CORE | INFO | (pkg/collector/worker/check_logger.go:59 in CheckFinished) | check:io | Done running check
2025-09-17 09:04:24 UTC | CORE | INFO | (pkg/process/runner/runner.go:234 in logCheckDuration) | Finished container check #3 in 154.487631ms
2025-09-17 09:04:24 UTC | CORE | INFO | (pkg/collector/worker/check_logger.go:40 in CheckStarted) | check:docker | Running check...
2025-09-17 09:04:25 UTC | CORE | INFO | (pkg/collector/worker/check_logger.go:59 in CheckFinished) | check:docker | Done running check
2025-09-17 09:04:25 UTC | CORE | WARN | (pkg/diagnose/connectivity/inventoryendpoint.go:82 in buildEndpoints) | config key "" is unknown
2025-09-17 09:04:25 UTC | CORE | WARN | (pkg/diagnose/connectivity/inventoryendpoint.go:120 in getAPIKey) | config key ".api_key" is unknown
2025-09-17 09:04:25 UTC | CORE | WARN | (pkg/diagnose/connectivity/inventoryendpoint.go:120 in getAPIKey) | config key "service_discovery.forwarder.api_key" is unknown
2025-09-17 09:04:25 UTC | CORE | WARN | (pkg/diagnose/connectivity/inventoryendpoint.go:120 in getAPIKey) | config key "container_image.api_key" is unknown
2025-09-17 09:04:25 UTC | CORE | WARN | (pkg/diagnose/connectivity/inventoryendpoint.go:120 in getAPIKey) | config key "process_config.api_key" is unknown
2025-09-17 09:04:25 UTC | CORE | WARN | (pkg/diagnose/connectivity/inventoryendpoint.go:120 in getAPIKey) | config key "network_devices.metadata.api_key" is unknown
2025-09-17 09:04:25 UTC | CORE | WARN | (pkg/diagnose/connectivity/inventoryendpoint.go:120 in getAPIKey) | config key "network_devices.netflow.forwarder.api_key" is unknown
2025-09-17 09:04:25 UTC | CORE | WARN | (pkg/diagnose/connectivity/inventoryendpoint.go:120 in getAPIKey) | config key "network_devices.snmp_traps.forwarder.api_key" is unknown
2025-09-17 09:04:25 UTC | CORE | WARN | (pkg/diagnose/connectivity/inventoryendpoint.go:120 in getAPIKey) | config key "network_path.forwarder.api_key" is unknown
2025-09-17 09:04:25 UTC | CORE | WARN | (pkg/diagnose/connectivity/inventoryendpoint.go:120 in getAPIKey) | config key "container_lifecycle.forwarder.api_key" is unknown
2025-09-17 09:04:25 UTC | CORE | WARN | (pkg/diagnose/connectivity/inventoryendpoint.go:120 in getAPIKey) | config key "database_monitoring.samples.api_key" is unknown
2025-09-17 09:04:25 UTC | CORE | INFO | (pkg/collector/worker/check_logger.go:40 in CheckStarted) | check:cpu | Running check...
2025-09-17 09:04:25 UTC | CORE | INFO | (pkg/collector/worker/check_logger.go:59 in CheckFinished) | check:cpu | Done running check
2025-09-17 09:04:26 UTC | CORE | INFO | (pkg/collector/worker/check_logger.go:40 in CheckStarted) | check:container_image | Running check...
2025-09-17 09:04:26 UTC | CORE | INFO | (pkg/collector/worker/check_logger.go:59 in CheckFinished) | check:container_image | Done running check
2025-09-17 09:04:27 UTC | CORE | INFO | (comp/core/agenttelemetry/impl/agenttelemetry.go:508 in run) | Starting agent telemetry run
2025-09-17 09:04:28 UTC | CORE | INFO | (pkg/collector/worker/check_logger.go:40 in CheckStarted) | check:telemetry | Running check...
2025-09-17 09:04:28 UTC | CORE | INFO | (pkg/collector/worker/check_logger.go:59 in CheckFinished) | check:telemetry | Done running check
2025-09-17 09:04:29 UTC | CORE | INFO | (pkg/collector/worker/check_logger.go:40 in CheckStarted) | check:network | Running check...
2025-09-17 09:04:30 UTC | CORE | INFO | (pkg/collector/worker/check_logger.go:40 in CheckStarted) | check:load | Running check...
2025-09-17 09:04:30 UTC | CORE | INFO | (pkg/collector/worker/check_logger.go:59 in CheckFinished) | check:load | Done running check
2025-09-17 09:04:31 UTC | CORE | INFO | (pkg/collector/worker/check_logger.go:40 in CheckStarted) | check:file_handle | Running check...
2025-09-17 09:04:31 UTC | CORE | INFO | (pkg/collector/worker/check_logger.go:59 in CheckFinished) | check:file_handle | Done running check
2025-09-17 09:04:33 UTC | CORE | INFO | (pkg/collector/worker/check_logger.go:40 in CheckStarted) | check:container_lifecycle | Running check...
2025-09-17 09:04:33 UTC | CORE | INFO | (pkg/collector/worker/check_logger.go:59 in CheckFinished) | check:container_lifecycle | Done running check
2025-09-17 09:04:34 UTC | CORE | INFO | (pkg/collector/worker/check_logger.go:59 in CheckFinished) | check:disk | Done running check
2025-09-17 09:04:34 UTC | CORE | INFO | (pkg/process/runner/runner.go:234 in logCheckDuration) | Finished container check #4 in 313.357046ms
2025-09-17 09:04:34 UTC | CORE | INFO | (pkg/collector/worker/check_logger.go:40 in CheckStarted) | check:container | Running check...
2025-09-17 09:04:35 UTC | CORE | INFO | (pkg/collector/worker/check_logger.go:59 in CheckFinished) | check:container | Done running check
2025-09-17 09:04:35 UTC | CORE | INFO | (pkg/collector/worker/check_logger.go:59 in CheckFinished) | check:network | Done running check
2025-09-17 09:04:35 UTC | CORE | INFO | (pkg/collector/worker/check_logger.go:40 in CheckStarted) | check:uptime | Running check...
2025-09-17 09:04:35 UTC | CORE | INFO | (pkg/collector/worker/check_logger.go:59 in CheckFinished) | check:uptime | Done running check
2025-09-17 09:04:36 UTC | CORE | INFO | (pkg/collector/worker/check_logger.go:40 in CheckStarted) | check:kubelet | Running check...
2025-09-17 09:04:36 UTC | CORE | WARN | (pkg/collector/corechecks/containers/kubelet/kubelet.go:166 in Run) | check:kubelet | Error initialising check: temporary failure in kubeutil, will retry later: impossible to reach Kubelet with host: 192.168.49.2. Please check if your setup requires kubelet_tls_verify = false. Activate debug logs to see all attempts made
2025-09-17 09:04:36 UTC | CORE | ERROR | (pkg/collector/worker/check_logger.go:71 in Error) | check:kubelet | Error running check: temporary failure in kubeutil, will retry later: impossible to reach Kubelet with host: 192.168.49.2. Please check if your setup requires kubelet_tls_verify = false. Activate debug logs to see all attempts made
2025-09-17 09:04:36 UTC | CORE | INFO | (pkg/collector/worker/check_logger.go:59 in CheckFinished) | check:kubelet | Done running check
2025-09-17 09:04:36 UTC | CORE | INFO | (pkg/collector/worker/check_logger.go:40 in CheckStarted) | check:orchestrator_pod | Running check...
2025-09-17 09:04:36 UTC | CORE | ERROR | (pkg/collector/worker/check_logger.go:71 in Error) | check:orchestrator_pod | Error running check: temporary failure in kubeutil, will retry later: impossible to reach Kubelet with host: 192.168.49.2. Please check if your setup requires kubelet_tls_verify = false. Activate debug logs to see all attempts made
2025-09-17 09:04:36 UTC | CORE | INFO | (pkg/collector/worker/check_logger.go:59 in CheckFinished) | check:orchestrator_pod | Done running check
2025-09-17 09:04:37 UTC | CORE | INFO | (pkg/collector/worker/check_logger.go:40 in CheckStarted) | check:memory | Running check...
2025-09-17 09:04:37 UTC | CORE | INFO | (pkg/collector/worker/check_logger.go:59 in CheckFinished) | check:memory | Done running check
2025-09-17 09:04:38 UTC | CORE | INFO | (pkg/collector/worker/check_logger.go:40 in CheckStarted) | check:io | Running check...
2025-09-17 09:04:38 UTC | CORE | INFO | (pkg/collector/worker/check_logger.go:59 in CheckFinished) | check:io | Done running check
2025-09-17 09:04:39 UTC | CORE | INFO | (pkg/collector/worker/check_logger.go:40 in CheckStarted) | check:docker | Running check...
2025-09-17 09:04:40 UTC | CORE | INFO | (pkg/collector/worker/check_logger.go:59 in CheckFinished) | check:docker | Done running check
2025-09-17 09:04:40 UTC | CORE | INFO | (pkg/collector/worker/check_logger.go:40 in CheckStarted) | check:cpu | Running check...
2025-09-17 09:04:40 UTC | CORE | INFO | (pkg/collector/worker/check_logger.go:59 in CheckFinished) | check:cpu | Done running check
2025-09-17 09:04:41 UTC | CORE | INFO | (pkg/collector/worker/check_logger.go:40 in CheckStarted) | check:container_image | Running check...
2025-09-17 09:04:41 UTC | CORE | INFO | (pkg/collector/worker/check_logger.go:59 in CheckFinished) | check:container_image | Done running check
2025-09-17 09:04:43 UTC | CORE | INFO | (pkg/collector/worker/check_logger.go:40 in CheckStarted) | check:telemetry | Running check...
2025-09-17 09:04:43 UTC | CORE | INFO | (pkg/collector/worker/check_logger.go:59 in CheckFinished) | check:telemetry | Done running check
2025-09-17 09:04:44 UTC | CORE | INFO | (pkg/process/runner/runner.go:236 in logCheckDuration) | Finished container check #5 in 22.34652ms. First 5 check runs finished, next runs will be logged every 20 runs.
2025-09-17 09:04:44 UTC | CORE | INFO | (pkg/collector/worker/check_logger.go:40 in CheckStarted) | check:network | Running check...
2025-09-17 09:04:44 UTC | CORE | INFO | (pkg/collector/worker/check_logger.go:59 in CheckFinished) | check:network | Done running check
2025-09-17 09:04:45 UTC | CORE | INFO | (pkg/collector/worker/check_logger.go:40 in CheckStarted) | check:load | Running check...
2025-09-17 09:04:45 UTC | CORE | INFO | (pkg/collector/worker/check_logger.go:59 in CheckFinished) | check:load | Done running check
2025-09-17 09:04:46 UTC | CORE | INFO | (pkg/collector/worker/check_logger.go:40 in CheckStarted) | check:file_handle | Running check...
2025-09-17 09:04:46 UTC | CORE | INFO | (pkg/collector/worker/check_logger.go:59 in CheckFinished) | check:file_handle | Done running check
2025-09-17 09:04:47 UTC | CORE | INFO | (pkg/collector/worker/check_logger.go:40 in CheckStarted) | check:disk | Running check...
2025-09-17 09:04:47 UTC | CORE | INFO | (pkg/collector/worker/check_logger.go:59 in CheckFinished) | check:disk | Done running check
2025-09-17 09:04:48 UTC | CORE | INFO | (pkg/collector/worker/check_logger.go:40 in CheckStarted) | check:container_lifecycle | Running check...
2025-09-17 09:04:48 UTC | CORE | INFO | (pkg/collector/worker/check_logger.go:59 in CheckFinished) | check:container_lifecycle | Done running check
2025-09-17 09:04:49 UTC | CORE | INFO | (pkg/collector/worker/check_logger.go:40 in CheckStarted) | check:container | Running check...
2025-09-17 09:04:49 UTC | CORE | INFO | (pkg/collector/worker/check_logger.go:59 in CheckFinished) | check:container | Done running check
2025-09-17 09:04:50 UTC | CORE | INFO | (pkg/collector/worker/check_logger.go:40 in CheckStarted) | check:uptime | Running check...
2025-09-17 09:04:50 UTC | CORE | INFO | (pkg/collector/worker/check_logger.go:59 in CheckFinished) | check:uptime | Done running check
2025-09-17 09:04:51 UTC | CORE | INFO | (pkg/collector/worker/check_logger.go:40 in CheckStarted) | check:orchestrator_pod | Running check...
2025-09-17 09:04:51 UTC | CORE | ERROR | (pkg/collector/worker/check_logger.go:71 in Error) | check:orchestrator_pod | Error running check: temporary failure in kubeutil, will retry later: impossible to reach Kubelet with host: 192.168.49.2. Please check if your setup requires kubelet_tls_verify = false. Activate debug logs to see all attempts made
2025-09-17 09:04:51 UTC | CORE | INFO | (pkg/collector/worker/check_logger.go:59 in CheckFinished) | check:orchestrator_pod | Done running check
2025-09-17 09:04:52 UTC | CORE | INFO | (pkg/collector/worker/check_logger.go:40 in CheckStarted) | check:memory | Running check...
2025-09-17 09:04:52 UTC | CORE | INFO | (pkg/collector/worker/check_logger.go:59 in CheckFinished) | check:memory | Done running check
2025-09-17 09:04:53 UTC | CORE | INFO | (pkg/collector/worker/check_logger.go:40 in CheckStarted) | check:io | Running check...
2025-09-17 09:04:53 UTC | CORE | INFO | (pkg/collector/worker/check_logger.go:59 in CheckFinished) | check:io | Done running check
2025-09-17 09:04:54 UTC | CORE | INFO | (pkg/collector/worker/check_logger.go:40 in CheckStarted) | check:docker | Running check...
2025-09-17 09:04:54 UTC | CORE | INFO | (pkg/collector/worker/check_logger.go:59 in CheckFinished) | check:docker | Done running check
2025-09-17 09:04:55 UTC | CORE | INFO | (comp/metadata/inventoryotel/inventoryotelimpl/inventoryotel.go:180 in fetchOtelAgentMetadata) | OTel Metadata unavailable as OTel collector is disabled
2025-09-17 09:04:55 UTC | CORE | INFO | (comp/metadata/haagent/impl/haagentimpl.go:62 in refreshMetadata) | HA Agent Metadata unavailable as HA Agent is disabled
2025-09-17 09:04:55 UTC | CORE | INFO | (pkg/collector/worker/check_logger.go:40 in CheckStarted) | check:cpu | Running check...
2025-09-17 09:04:55 UTC | CORE | INFO | (pkg/collector/worker/check_logger.go:59 in CheckFinished) | check:cpu | Done running check
2025-09-17 09:04:56 UTC | CORE | INFO | (pkg/collector/worker/check_logger.go:40 in CheckStarted) | check:kubelet | Running check...
2025-09-17 09:04:56 UTC | CORE | WARN | (pkg/collector/corechecks/containers/kubelet/kubelet.go:166 in Run) | check:kubelet | Error initialising check: temporary failure in kubeutil, will retry later: impossible to reach Kubelet with host: 192.168.49.2. Please check if your setup requires kubelet_tls_verify = false. Activate debug logs to see all attempts made
2025-09-17 09:04:56 UTC | CORE | ERROR | (pkg/collector/worker/check_logger.go:71 in Error) | check:kubelet | Error running check: temporary failure in kubeutil, will retry later: impossible to reach Kubelet with host: 192.168.49.2. Please check if your setup requires kubelet_tls_verify = false. Activate debug logs to see all attempts made
2025-09-17 09:04:56 UTC | CORE | INFO | (pkg/collector/worker/check_logger.go:59 in CheckFinished) | check:kubelet | Done running check
2025-09-17 09:04:56 UTC | CORE | INFO | (pkg/collector/worker/check_logger.go:40 in CheckStarted) | check:container_image | Running check...
2025-09-17 09:04:56 UTC | CORE | INFO | (pkg/collector/worker/check_logger.go:59 in CheckFinished) | check:container_image | Done running check
2025-09-17 09:04:58 UTC | CORE | INFO | (pkg/util/cloudproviders/cloudproviders.go:67 in DetectCloudProvider) | No cloud provider detected
2025-09-17 09:04:58 UTC | CORE | INFO | (pkg/collector/worker/check_logger.go:40 in CheckStarted) | check:telemetry | Running check...
2025-09-17 09:04:58 UTC | CORE | INFO | (pkg/collector/worker/check_logger.go:59 in CheckFinished) | check:telemetry | Done running check
2025-09-17 09:04:59 UTC | CORE | INFO | (pkg/collector/worker/check_logger.go:40 in CheckStarted) | check:network | Running check...
2025-09-17 09:04:59 UTC | CORE | INFO | (pkg/collector/worker/check_logger.go:59 in CheckFinished) | check:network | Done running check
2025-09-17 09:05:00 UTC | CORE | INFO | (pkg/collector/worker/check_logger.go:40 in CheckStarted) | check:load | Running check...
2025-09-17 09:05:00 UTC | CORE | INFO | (pkg/collector/worker/check_logger.go:59 in CheckFinished) | check:load | Done running check
2025-09-17 09:05:01 UTC | CORE | INFO | (pkg/collector/worker/check_logger.go:40 in CheckStarted) | check:file_handle | Running check...
2025-09-17 09:05:01 UTC | CORE | INFO | (pkg/collector/worker/check_logger.go:59 in CheckFinished) | check:file_handle | Done running check
2025-09-17 09:05:02 UTC | CORE | INFO | (pkg/collector/worker/check_logger.go:40 in CheckStarted) | check:disk | Running check...
2025-09-17 09:05:02 UTC | CORE | INFO | (pkg/collector/worker/check_logger.go:59 in CheckFinished) | check:disk | Done running check
2025-09-17 09:05:03 UTC | CORE | INFO | (pkg/collector/worker/check_logger.go:40 in CheckStarted) | check:container_lifecycle | Running check...
2025-09-17 09:05:03 UTC | CORE | INFO | (pkg/collector/worker/check_logger.go:59 in CheckFinished) | check:container_lifecycle | Done running check
2025-09-17 09:05:04 UTC | CORE | INFO | (pkg/collector/worker/check_logger.go:40 in CheckStarted) | check:container | Running check...
2025-09-17 09:05:04 UTC | CORE | INFO | (pkg/collector/worker/check_logger.go:59 in CheckFinished) | check:container | Done running check, next runs will be logged every 500 runs
2025-09-17 09:05:05 UTC | CORE | INFO | (pkg/collector/worker/check_logger.go:40 in CheckStarted) | check:uptime | Running check...
2025-09-17 09:05:05 UTC | CORE | INFO | (pkg/collector/worker/check_logger.go:59 in CheckFinished) | check:uptime | Done running check
2025-09-17 09:05:06 UTC | CORE | INFO | (pkg/collector/worker/check_logger.go:40 in CheckStarted) | check:orchestrator_pod | Running check...
2025-09-17 09:05:06 UTC | CORE | ERROR | (pkg/collector/worker/check_logger.go:71 in Error) | check:orchestrator_pod | Error running check: temporary failure in kubeutil, will retry later: impossible to reach Kubelet with host: 192.168.49.2. Please check if your setup requires kubelet_tls_verify = false. Activate debug logs to see all attempts made
2025-09-17 09:05:06 UTC | CORE | INFO | (pkg/collector/worker/check_logger.go:59 in CheckFinished) | check:orchestrator_pod | Done running check
2025-09-17 09:05:07 UTC | CORE | INFO | (pkg/collector/worker/check_logger.go:40 in CheckStarted) | check:memory | Running check...
2025-09-17 09:05:07 UTC | CORE | INFO | (pkg/collector/worker/check_logger.go:59 in CheckFinished) | check:memory | Done running check
2025-09-17 09:05:08 UTC | CORE | INFO | (pkg/collector/worker/check_logger.go:40 in CheckStarted) | check:io | Running check...
2025-09-17 09:05:08 UTC | CORE | INFO | (pkg/collector/worker/check_logger.go:59 in CheckFinished) | check:io | Done running check
2025-09-17 09:05:09 UTC | CORE | INFO | (pkg/collector/worker/check_logger.go:40 in CheckStarted) | check:docker | Running check...
2025-09-17 09:05:10 UTC | CORE | INFO | (pkg/collector/worker/check_logger.go:59 in CheckFinished) | check:docker | Done running check
2025-09-17 09:05:10 UTC | CORE | INFO | (pkg/collector/worker/check_logger.go:40 in CheckStarted) | check:cpu | Running check...
2025-09-17 09:05:10 UTC | CORE | INFO | (pkg/collector/worker/check_logger.go:59 in CheckFinished) | check:cpu | Done running check, next runs will be logged every 500 runs
2025-09-17 09:05:11 UTC | CORE | INFO | (pkg/collector/worker/check_logger.go:40 in CheckStarted) | check:container_image | Running check...
2025-09-17 09:05:11 UTC | CORE | INFO | (pkg/collector/worker/check_logger.go:59 in CheckFinished) | check:container_image | Done running check, next runs will be logged every 500 runs
2025-09-17 09:05:13 UTC | CORE | INFO | (pkg/collector/worker/check_logger.go:40 in CheckStarted) | check:telemetry | Running check...
2025-09-17 09:05:13 UTC | CORE | INFO | (pkg/collector/worker/check_logger.go:59 in CheckFinished) | check:telemetry | Done running check
2025-09-17 09:05:14 UTC | CORE | INFO | (pkg/collector/worker/check_logger.go:40 in CheckStarted) | check:network | Running check...
2025-09-17 09:05:14 UTC | CORE | INFO | (pkg/collector/worker/check_logger.go:59 in CheckFinished) | check:network | Done running check
2025-09-17 09:05:15 UTC | CORE | INFO | (pkg/collector/worker/check_logger.go:40 in CheckStarted) | check:load | Running check...
2025-09-17 09:05:15 UTC | CORE | INFO | (pkg/collector/worker/check_logger.go:59 in CheckFinished) | check:load | Done running check, next runs will be logged every 500 runs
2025-09-17 09:05:16 UTC | CORE | INFO | (pkg/collector/worker/check_logger.go:40 in CheckStarted) | check:kubelet | Running check...
2025-09-17 09:05:16 UTC | CORE | WARN | (pkg/collector/corechecks/containers/kubelet/kubelet.go:166 in Run) | check:kubelet | Error initialising check: temporary failure in kubeutil, will retry later: impossible to reach Kubelet with host: 192.168.49.2. Please check if your setup requires kubelet_tls_verify = false. Activate debug logs to see all attempts made
2025-09-17 09:05:16 UTC | CORE | ERROR | (pkg/collector/worker/check_logger.go:71 in Error) | check:kubelet | Error running check: temporary failure in kubeutil, will retry later: impossible to reach Kubelet with host: 192.168.49.2. Please check if your setup requires kubelet_tls_verify = false. Activate debug logs to see all attempts made
2025-09-17 09:05:16 UTC | CORE | INFO | (pkg/collector/worker/check_logger.go:59 in CheckFinished) | check:kubelet | Done running check
2025-09-17 09:05:16 UTC | CORE | INFO | (pkg/collector/worker/check_logger.go:40 in CheckStarted) | check:file_handle | Running check...
2025-09-17 09:05:16 UTC | CORE | INFO | (pkg/collector/worker/check_logger.go:59 in CheckFinished) | check:file_handle | Done running check, next runs will be logged every 500 runs
2025-09-17 09:05:17 UTC | CORE | INFO | (pkg/collector/worker/check_logger.go:40 in CheckStarted) | check:disk | Running check...
2025-09-17 09:05:18 UTC | CORE | INFO | (pkg/collector/worker/check_logger.go:59 in CheckFinished) | check:disk | Done running check
2025-09-17 09:05:18 UTC | CORE | INFO | (pkg/collector/worker/check_logger.go:40 in CheckStarted) | check:container_lifecycle | Running check...
2025-09-17 09:05:18 UTC | CORE | INFO | (pkg/collector/worker/check_logger.go:59 in CheckFinished) | check:container_lifecycle | Done running check, next runs will be logged every 500 runs
2025-09-17 09:05:20 UTC | CORE | INFO | (pkg/collector/worker/check_logger.go:40 in CheckStarted) | check:uptime | Running check...
2025-09-17 09:05:20 UTC | CORE | INFO | (pkg/collector/worker/check_logger.go:59 in CheckFinished) | check:uptime | Done running check, next runs will be logged every 500 runs
2025-09-17 09:05:21 UTC | CORE | INFO | (pkg/collector/worker/check_logger.go:40 in CheckStarted) | check:orchestrator_pod | Running check...
2025-09-17 09:05:21 UTC | CORE | ERROR | (pkg/collector/worker/check_logger.go:71 in Error) | check:orchestrator_pod | Error running check: temporary failure in kubeutil, will retry later: impossible to reach Kubelet with host: 192.168.49.2. Please check if your setup requires kubelet_tls_verify = false. Activate debug logs to see all attempts made
2025-09-17 09:05:21 UTC | CORE | INFO | (pkg/collector/worker/check_logger.go:59 in CheckFinished) | check:orchestrator_pod | Done running check, next runs will be logged every 500 runs
2025-09-17 09:05:22 UTC | CORE | INFO | (pkg/collector/worker/check_logger.go:40 in CheckStarted) | check:memory | Running check...
2025-09-17 09:05:22 UTC | CORE | INFO | (pkg/collector/worker/check_logger.go:59 in CheckFinished) | check:memory | Done running check, next runs will be logged every 500 runs
2025-09-17 09:05:23 UTC | CORE | INFO | (pkg/collector/worker/check_logger.go:40 in CheckStarted) | check:io | Running check...
2025-09-17 09:05:23 UTC | CORE | INFO | (pkg/collector/worker/check_logger.go:59 in CheckFinished) | check:io | Done running check, next runs will be logged every 500 runs
2025-09-17 09:05:24 UTC | CORE | INFO | (pkg/collector/worker/check_logger.go:40 in CheckStarted) | check:docker | Running check...
2025-09-17 09:05:25 UTC | CORE | INFO | (pkg/collector/worker/check_logger.go:59 in CheckFinished) | check:docker | Done running check, next runs will be logged every 500 runs
2025-09-17 09:05:28 UTC | CORE | INFO | (pkg/collector/worker/check_logger.go:40 in CheckStarted) | check:telemetry | Running check...
2025-09-17 09:05:28 UTC | CORE | INFO | (pkg/collector/worker/check_logger.go:59 in CheckFinished) | check:telemetry | Done running check, next runs will be logged every 500 runs
2025-09-17 09:05:29 UTC | CORE | INFO | (pkg/collector/worker/check_logger.go:40 in CheckStarted) | check:network | Running check...
2025-09-17 09:05:29 UTC | CORE | INFO | (pkg/collector/worker/check_logger.go:59 in CheckFinished) | check:network | Done running check, next runs will be logged every 500 runs
2025-09-17 09:05:32 UTC | CORE | INFO | (pkg/collector/worker/check_logger.go:40 in CheckStarted) | check:disk | Running check...
2025-09-17 09:05:33 UTC | CORE | INFO | (pkg/collector/worker/check_logger.go:59 in CheckFinished) | check:disk | Done running check, next runs will be logged every 500 runs
2025-09-17 09:05:36 UTC | CORE | INFO | (pkg/collector/worker/check_logger.go:40 in CheckStarted) | check:kubelet | Running check...
2025-09-17 09:05:36 UTC | CORE | WARN | (pkg/collector/corechecks/containers/kubelet/kubelet.go:166 in Run) | check:kubelet | Error initialising check: temporary failure in kubeutil, will retry later: impossible to reach Kubelet with host: 192.168.49.2. Please check if your setup requires kubelet_tls_verify = false. Activate debug logs to see all attempts made
2025-09-17 09:05:36 UTC | CORE | ERROR | (pkg/collector/worker/check_logger.go:71 in Error) | check:kubelet | Error running check: temporary failure in kubeutil, will retry later: impossible to reach Kubelet with host: 192.168.49.2. Please check if your setup requires kubelet_tls_verify = false. Activate debug logs to see all attempts made
2025-09-17 09:05:36 UTC | CORE | INFO | (pkg/collector/worker/check_logger.go:59 in CheckFinished) | check:kubelet | Done running check, next runs will be logged every 500 runs
2025-09-17 09:05:36 UTC | CORE | ERROR | (pkg/collector/worker/check_logger.go:71 in Error) | check:orchestrator_pod | Error running check: temporary failure in kubeutil, will retry later: impossible to reach Kubelet with host: 192.168.49.2. Please check if your setup requires kubelet_tls_verify = false. Activate debug logs to see all attempts made
2025-09-17 09:05:51 UTC | CORE | ERROR | (pkg/collector/worker/check_logger.go:71 in Error) | check:orchestrator_pod | Error running check: temporary failure in kubeutil, will retry later: impossible to reach Kubelet with host: 192.168.49.2. Please check if your setup requires kubelet_tls_verify = false. Activate debug logs to see all attempts made
